# HOMER Differential Peaks
# Original Peak File = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt
# Peak File Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT
# Background Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
# Mode = Peaks enriched over background
# Differential peaks = 1729
# Fraction of original peaks = 1.99%
# Original number of peaks = 86750
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 4.00
# Poisson p-value cutoff = 1.00e-04
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 66
# background directory tagAdjust = 190
#
# cmd = getDifferentialPeaks /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
Merged-chrX-73618259-1	chrX	73618189	73618330	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chrX-77166797-1	chrX	77166737	77166857	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chrX-78359558-1	chrX	78359473	78359644	+	0.000	0.000	9.0	0.8	11.25	1.66e-07
Merged-chrX-79463521-1	chrX	79463419	79463624	+	0.000	0.000	13.0	3.2	4.06	3.12e-05
Merged-chrX-85225822-1	chrX	85225741	85225904	+	0.000	0.000	6.0	0.4	15.00	3.81e-06
Merged-chrX-86364037-1	chrX	86363976	86364099	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chrX-93277068-1	chrX	93277007	93277130	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chrX-93803131-1	chrX	93803065	93803198	+	0.000	0.000	10.5	0.8	13.12	1.33e-08
Merged-chrX-93919299-2	chrX	93919100	93919503	+	0.000	0.000	41.5	6.0	6.92	6.95e-21
Merged-chrX-94102604-1	chrX	94102550	94102659	+	0.000	0.000	10.0	0.4	25.00	1.94e-11
Merged-chrX-94349780-1	chrX	94349711	94349850	+	0.000	0.000	12.5	1.8	6.94	4.63e-07
Merged-chrX-99054533-1	chrX	99054469	99054597	+	0.000	0.000	12.5	0.4	31.25	2.35e-14
Merged-chrX-104699170-1	chrX	104699113	104699228	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chrX-108664260-1	chrX	108664170	108664350	+	0.000	0.000	15.0	2.8	5.36	2.87e-07
Merged-chrX-111821056-1	chrX	111820992	111821121	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chrX-113149098-1	chrX	113149006	113149190	+	0.000	0.000	14.0	3.0	4.67	3.40e-06
Merged-chrX-114540764-1	chrX	114540677	114540852	+	0.000	0.000	7.5	1.0	7.50	8.33e-05
Merged-chrX-114668538-1	chrX	114668446	114668630	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chrX-115404634-1	chrX	115404575	115404693	+	0.000	0.000	5.0	0.4	12.50	5.72e-05
Merged-chrX-117451947-1	chrX	117451830	117452065	+	0.000	0.000	7.5	1.0	7.50	8.33e-05
Merged-chrX-122413312-1	chrX	122413255	122413370	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
Merged-chrX-127806180-1	chrX	127806107	127806254	+	0.000	0.000	7.0	0.8	8.75	1.87e-05
Merged-chrX-130109921-1	chrX	130109861	130109982	+	0.000	0.000	8.0	0.8	10.00	1.87e-06
Merged-chrX-135001075-1	chrX	135001019	135001132	+	0.000	0.000	13.5	3.0	4.50	1.62e-05
Merged-chrX-136521462-1	chrX	136521383	136521542	+	0.000	0.000	14.5	3.6	4.03	2.52e-05
Merged-chrX-137732496-1	chrX	137732368	137732625	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chrX-140320547-1	chrX	140320481	140320614	+	0.000	0.000	9.5	0.4	23.75	4.85e-10
Merged-chrX-140612130-1	chrX	140612062	140612199	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chrX-140735265-1	chrX	140735206	140735324	+	0.000	0.000	8.0	1.0	8.00	1.03e-05
Merged-chrX-140856171-1	chrX	140856110	140856233	+	0.000	0.000	13.5	1.0	13.50	6.37e-11
Merged-chrX-141932386-1	chrX	141932331	141932441	+	0.000	0.000	8.0	0.8	10.00	1.87e-06
Merged-chrX-142567479-1	chrX	142567368	142567591	+	0.000	0.000	17.5	1.8	9.72	1.13e-11
Merged-chrX-143041737-1	chrX	143041667	143041807	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chrX-143547198-1	chrX	143547107	143547289	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chrX-146544047-1	chrX	146543974	146544121	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chrX-148820809-1	chrX	148820686	148820933	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chrX-152404821-1	chrX	152404764	152404878	+	0.000	0.000	12.5	0.8	15.62	6.45e-11
Merged-chrX-153680519-1	chrX	153680441	153680597	+	0.000	0.000	9.5	1.0	9.50	1.13e-06
Merged-chrX-160507521-1	chrX	160507453	160507589	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chrX-164521774-1	chrX	164521711	164521837	+	0.000	0.000	11.0	1.2	9.17	6.23e-08
Merged-chrY-5893010-1	chrY	5892928	5893093	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chrY-6589704-1	chrY	6589624	6589785	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chrY-10000663-1	chrY	10000550	10000777	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chrY-10366569-1	chrY	10366472	10366666	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-GL456233.1-218384-1	GL456233.1	218330	218439	+	0.000	0.000	12.0	1.4	8.57	3.27e-08
Merged-GL456393.1-9947-1	GL456393.1	9887	10008	+	0.000	0.000	4.5	0.2	22.50	5.46e-05
